,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,fax,toCurrency,address2,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
10,94041,Technology,850.0,"SentinelOne, Inc. operates as a cybersecurity provider in the United States. Its Singularity Platform delivers artificial intelligence-powered autonomous threat prevention, detection, and response capabilities across an organization's endpoints, and cloud workloads, enabling seamless and automatic protection against a spectrum of cyber threats. The company was formerly known as Sentinel Labs, Inc. and changed its name to SentinelOne, Inc. in March 2021. SentinelOne, Inc. was incorporated in 2013 and is headquartered in Mountain View, California.",Mountain View,855-868-3733,CA,United States,[],http://www.sentinelone.com,1.0,444 Castro Street,Software—Infrastructure,-1.29727,-1.36513,0.55551,-85573000.0,1.082,-1.3192,-145935008.0,,none,53724000.0,,,49.68,,2.881,,,,12.307,,,362555008.0,46186000.0,112494000.0,7.179,USD,2.928,2.681,,NYQ,"SentinelOne, Inc.","SentinelOne, Inc.",America/New_York,EDT,False,-14400000,,EQUITY,S,,,finmb_243722644,,us_market,,23.648,,-18.229,0.09741175,,,,36428600.0,,,,-4.868,1308931.0,0.0050999997,,1612051200.0,0.1125,-153568992.0,-3.997,,0.31688225,,0.00099,1675123200.0,,1619740800.0,0.4,,769185.0,,2660304128.0,2.0,,,,,,,,,1627603200.0,,,,,0.0359,,256371008.0,,,46.64,47.1,48.28862,,0.0,,50.33,,1113214.0,46.64,48.28862,,47.1,1113214.0,,,,,,,46.65,USD,,922082.0,,,,,,,2775103.0,46.65,49.5,2900.0,922082.0,55.29,,,39.94,49.5,False,,2200.0,50.33,49.68,https://logo.clearbit.com/sentinelone.com,,,Suite 400,,,,,,,,,,,,
11,94128,Financial Services,20500.0,"Visa Inc. operates as a payments technology company worldwide. The company facilitates digital payments among consumers, merchants, financial institutions, businesses, strategic partners, and government entities. It operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. In addition, the company offers card products, platforms, and value-added services. It provides its services under the Visa, Visa Electron, Interlink, VPAY, and PLUS brands. The company was founded in 1958 and is headquartered in San Francisco, California.",San Francisco,650 432 3200,CA,United States,[],http://usa.visa.com,1.0,PO Box 8999,Credit Services,0.68292,0.47971,0.96781,13351999488.0,0.267,0.64768,15466000384.0,240.0,buy,21119000000.0,10018374656.0,267.0,231.79,0.1,2.0,0.1142,40.0,268.97,55.56,0.29637,297.0,19239999488.0,20995999744.0,22646999040.0,9.048,USD,10.623,1.623,1.8,NYQ,Visa Inc.,Visa Inc.,America/New_York,EDT,False,-14400000,,EQUITY,V,,,finmb_38043467,,us_market,,22.287,,32.635,0.18969536,,7.06,,1687640064.0,,,,16.297,27079994.0,0.0127,,1601424000.0,0.97218,10565000192.0,4.945,0.32,0.31688225,14.222862,0.00126,1664496000.0,,1625011200.0,3.6,1625011200.0,1685432644.0,0.993544,504727502848.0,2.0,,1426723200.0,4:1,,1628726400.0,,0.085,22.459383,1627603200.0,2.26,,32.831444,,0.0161,26933355.0,2126819968.0,,,234.74,233.89,225.47583,0.005452841,0.2545,,234.11,,7204025.0,234.74,240.97371,1.28,233.89,7204025.0,,,1.28,1628726400.0,,,231.02,USD,46.873608,9864683.0,,,,508637642752.0,,,6966537.0,231.02,231.79,1200.0,9864683.0,252.67,,0.61,179.23,231.6,False,0.0054,1200.0,234.11,231.79,https://logo.clearbit.com/usa.visa.com,,,,,,,,,,,,,,,
12,60606,Consumer Cyclical,37000.0,"Hyatt Hotels Corporation operates as a hospitality company in the United States and internationally. It operates through four segments: Owned and Leased Hotels, Americas Management and Franchising, ASPAC Management and Franchising, and EAME/SW Asia Management and Franchising. The company develops, owns, operates, manages, franchises, leases, licenses, and provide services to a portfolio of properties, consisting of full service hotels, select service hotels, resorts, and other properties, including timeshare, fractional, residential, vacation, and condominium ownership units. It operates its properties under the Park Hyatt, Miraval, Grand Hyatt, Alila, Andaz, The Unbound Collection by Hyatt, Destination, Hyatt Regency, Hyatt, Thompson Hotels, Hyatt Centric, Joie de Vivre, tommie, Caption by Hyatt, Hyatt House, Hyatt Place, Hyatt Ziva, Hyatt Zilara, UrCove, Hyatt Residence Club, Hyatt Residences, and Hyatt Resorts brands. As of March 31, 2021, the company's hotel portfolio consisted of approximately 1000 hotels. It primarily serves corporations; national, state, and regional associations; specialty market accounts, including social, government, military, educational, religious, and fraternal accounts; travel agency and luxury organizations; and a group of individual consumers. The company also operates World of Hyatt loyalty program which rewards points that can be redeemed for hotel nights and other rewards. The company was formerly known as Global Hyatt Corporation and changed its name to Hyatt Hotels Corporation in June 2009. Hyatt Hotels Corporation was founded in 1957 and is headquartered in Chicago, Illinois.",Chicago,312 750 1234,IL,United States,[],http://www.hyatt.com,1.0,150 North Riverside Plaza,Lodging,-0.39341998,-0.89079005,0.16841999,-339000000.0,7.486,-0.79473996,-299000000.0,55.0,hold,88000000.0,-387875008.0,77.0,72.5,,2.433,-0.04304,15.0,77.53,125.232,-0.21149999,105.0,1736999936.0,3643000064.0,760000000.0,17.063,USD,7.486,2.062,3.1,NYQ,Hyatt Hotels Corporation,Hyatt Hotels Corporation,America/New_York,EDT,True,-14400000,,EQUITY,H,,,finmb_13103664,c1d9f50f-8682-3a1a-a302-ec2449c17196,us_market,,12.622,,-32.082,,,-0.19,,41150500.0,,,,28.35,3681139.0,0.036199998,,1609372800.0,0.98907995,-677000000.0,-8.919,,,2.5573192,0.02814,1672444800.0,,1625011200.0,6.5,1623715200.0,40146500.0,1.536309,9592599552.0,2.0,,,,,,,,9.708704,1626307200.0,-4.67,,-381.57895,,0.1172,4114214.0,,,,73.79,73.2,79.946304,0.0,0.0,,73.32,,625557.0,73.79,77.60943,0.0,73.2,625557.0,,,,1582588800.0,,,71.83,USD,,391363.0,,,,7378614784.0,,,528231.0,71.83,72.55,1100.0,391363.0,92.22,,,51.21,72.43,False,,800.0,73.32,72.5,https://logo.clearbit.com/hyatt.com,,,8th Floor,,,,,,,,,,,,
13,23219,Utilities,17300.0,"Dominion Energy, Inc. produces and distributes energy. The company operates through four segments: Dominion Energy Virginia, Gas Distribution, Dominion Energy South Carolina, and Contracted Assets. The Dominion Energy Virginia segment generates, transmits, and distributes regulated electricity to residential, commercial, industrial, and governmental customers in Virginia and North Carolina. The Gas Distribution segment engages in the regulated natural gas gathering, transportation, distribution, and sales activities, as well as distributes nonregulated renewable natural gas. This segment serves residential, commercial, and industrial customers. The Dominion Energy South Carolina segment generates, transmits, and distributes electricity and natural gas to residential, commercial, and industrial customers in South Carolina. The Contracted Assets segment is involved in the energy marketing and price risk activities. As of December 31, 2020, the company's portfolio of assets included approximately 30.2 gigawatt of electric generating capacity; 10,500 miles of electric transmission lines; 85,600 miles of electric distribution lines; and 94,200 miles of gas distribution lines. It serves approximately 7 million customers. The company sells electricity at wholesale prices to rural electric cooperatives and municipalities, as well as into wholesale electricity markets. The company was formerly known as Dominion Resources, Inc. and changed its name to Dominion Energy, Inc. in May 2017. Dominion Energy, Inc. was incorporated in 1983 and is headquartered in Richmond, Virginia.",Richmond,804-819-2000,VA,United States,[],http://www.dominionenergy.com,1.0,120 Tredegar Street,Utilities—Regulated Electric,0.45462,0.062179998,0.51978,5046000128.0,-0.017,0.25879,6412000256.0,77.0,buy,7399000000.0,-1044249984.0,87.0,77.36,,0.563,0.022720002,15.0,85.09,143.235,0.092860006,90.0,477000000.0,38727999488.0,14104000512.0,0.591,USD,17.139,0.216,2.2,NYQ,"Dominion Energy, Inc.","Dominion Energy, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,D,,,finmb_267105,f623e75a-f30e-32bb-973d-6df5b50bb7b5,us_market,,7.168,,15.768,,,4.12,,806524032.0,,,,30.164,7045566.0,0.0087,,1609372800.0,0.69308996,2891000064.0,0.966,,,2.5646467,0.00279,1672444800.0,,1617148800.0,1.89,1619740800.0,805032267.0,0.358152,101103386624.0,2.0,,1195516800.0,2:1,,,,,4.423759,1622160000.0,3.01,,18.7767,,0.0088,8456041.0,,,,76.93,76.82,75.31863,0.04081633,0.8771,,77.505,,2967157.0,76.93,75.32914,3.14,76.82,2967157.0,,,2.52,1622678400.0,,,76.76,USD,80.08282,2914718.0,,,,62392700928.0,,,3316550.0,76.76,77.36,1300.0,2914718.0,86.95,,4.27,67.85,77.34,False,0.033800002,1800.0,77.505,77.36,https://logo.clearbit.com/dominionenergy.com,,,,,,,,,,,,,,,
14,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,2075626,,America/New_York,EDT,False,-14400000,,MUTUALFUND,N,,,,8d9c307c-b7f3-34a3-a822-a51922d1ceaa,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delayed Quote,,1561759658.0,,,0.0,,,YHD,,DELAYED,POST
15,HM 10,Technology,98000.0,"Genpact Limited provides business process outsourcing and information technology (IT) services North and Latin America, India, rest of Asia, and Europe. It operates in three segments: Banking, Capital Markets and Insurance; Consumer Goods, Retail, Life Sciences and Healthcare; and High Tech, Manufacturing and Services. The company's finance and accounting services include accounts payable, such as document management, invoice processing, approval and resolution management, and travel and expense processing; invoice-to-cash services, including customer master data management, credit and contract management, fulfillment, billing, collections, and dispute management services; record to report services comprising accounting, treasury, tax, product cost accounting, and closing and reporting services; financial planning and analysis consisting of budgeting, forecasting, and business performance reporting; and enterprise risk and compliance services, including operational risks and controls. It also provides supply chain design, planning, inventory optimization, transportation and logistics management, and after-sales services; sourcing and procurement services comprising direct and indirect strategic sourcing, category management, spend analytics, procurement operation, master data management, and other procurement and supply chain advisory services; and sales and commercial services in the lead-to-quote, quote-to-order, and customer service areas. In addition, the company offers IT services, which include end-user computing support, infrastructure management, application production support, and database management services; and transformation services that include digital solutions, consulting services, and analytics services and solutions. It serves banking, capital market, insurance, consumer goods, retail, life science, healthcare, high tech, and manufacturing and service industries. Genpact Limited was founded in 1997 and is based in Hamilton, Bermuda.",Hamilton,441-294-8000,,Bermuda,[],http://www.genpact.com,1.0,Victoria Place,Information Technology Services,0.17518,0.08409,0.35724998,680113024.0,0.025,0.1329,653819008.0,45.0,buy,1306635000.0,522207488.0,52.0,51.76,0.068,2.029,0.06746,9.0,51.67,118.448,0.18891001,56.0,651406016.0,2072386048.0,3732256000.0,3.478,USD,19.654,1.835,2.0,NYQ,Genpact Limited,Genpact Limited,America/New_York,EDT,False,-14400000,,EQUITY,G,,,finmb_34323388,dfcf28d0-7345-39a6-a693-bc8194de62bf,us_market,,2.661,,15.189,,,2.59,,187316000.0,,,,9.347,4382374.0,0.0234,,1609372800.0,1.04406,313851008.0,1.599,,,5.5376053,0.00483,1672444800.0,,1617148800.0,4.06,1620950400.0,172705665.0,1.421739,9930761216.0,2.0,,,,,,,0.065,2.597752,1623715200.0,1.5,,19.984556,,0.0327,5243957.0,,,,51.26,51.33,44.677174,0.007803356,0.25,,51.86,,765142.0,51.26,47.88743,0.4,51.33,765142.0,,,0.43,1623283200.0,,,50.99,USD,32.37023,417977.0,,,,9695475712.0,,,980896.0,50.99,51.77,800.0,417977.0,51.86,,,33.91,51.76,False,0.0095,800.0,51.86,51.76,https://logo.clearbit.com/genpact.com,,,5th Floor 31 Victoria Street,,,,,,,,,,,,
16,10065-8087,Financial Services,12200.0,"Loews Corporation provides commercial property and casualty insurance in the United States and internationally. The company offers specialty insurance products, such as management and professional liability, and other coverage products; surety and fidelity bonds; property insurance products that include property, marine, and boiler and machinery coverages; and casualty insurance products, such as workers' compensation, general and product liability, and commercial auto and umbrella coverages. It also provides loss-sensitive insurance programs; and warranty, risk management, information, and claims administration services. The company markets its insurance products and services through independent agents, brokers, and managing general underwriters. In addition, the company is involved in the transportation and storage of natural gas and natural gas liquids(NGLs), and hydrocarbons through natural gas pipelines covering approximately 13,650 miles of interconnected pipelines; 455 miles of NGL pipelines in Louisiana and Texas; 14 underground storage fields with an aggregate gas capacity of approximately 213 billion cubic feet of natural gas; and seven salt dome caverns and related brine infrastructure for providing brine supply services. Further, the company operates a chain of 27 hotels; and develops, manufactures, and markets a range of extrusion blow-molded and injection molded plastic containers for customers in the pharmaceutical, dairy, household chemicals, food/nutraceuticals, industrial/specialty chemicals, and water and beverage/juice segments, as well as manufactures commodity and differentiated plastic resins from recycled plastic materials. Loews Corporation was incorporated in 1969 and is headquartered in New York, New York.",New York,212-521-2000,NY,United States,[],http://www.loews.com,1.0,667 Madison Avenue,Insurance—Property & Casualty,0.099300005,-0.00291,0.32182997,1550000000.0,0.169,0.04299,1298000000.0,,hold,3810000000.0,791249984.0,,56.15,,0.505,0.00441,,,49.301,0.00244,,4981000192.0,9139000320.0,13072000000.0,18.927,USD,47.464,0.446,3.0,NYQ,Loews Corporation,Loews Corporation,America/New_York,EDT,True,-14400000,,EQUITY,L,,,finmb_285930,d20caec3-b48a-3eef-964c-b4ca81ba2587,us_market,,1.511,,15.213,,,2.9,,263176000.0,,,,65.475,1860355.0,0.0070999996,,1609372800.0,0.64880997,-38000000.0,-0.143,,,0.8575793,0.15882,1672444800.0,,1617148800.0,2.13,1619740800.0,221893868.0,0.930978,19747014656.0,2.0,,1147132800.0,3:1,,,,,1.1304569,1622160000.0,,,19.362068,,0.0084,2024295.0,,,,56.18,56.27,53.327755,0.004449982,,,56.33,,1062871.0,56.18,54.162857,0.25,56.27,1062871.0,,,0.25,1621900800.0,,,55.76,USD,,518345.0,,,,14777332736.0,,,901275.0,55.76,57.1,900.0,518345.0,59.39,,0.55,32.75,55.21,False,0.0046,1200.0,56.33,56.15,https://logo.clearbit.com/loews.com,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,75202,Communication Services,226840.0,"AT&T Inc. provides telecommunication, media, and technology services worldwide. The company operates through Communications, WarnerMedia, and Latin America segments. The Communications segment offers wireless voice and data communications services; video and targeted advertising services; broadband, including fiber, and legacy telephony internet and voice communication; and wireline telecom services. It also sells handsets, wirelessly enabled computers, wireless data cards, and IP-based set-top boxes, as well as various accessories, such as carrying cases and hands-free devices through the company-owned stores, agents, and third-party retail stores. This segment markets its communications services and products under the AT&T, Cricket, AT&T PREPAIDSM, AT&T TV, AT&T Fiber, and DIRECTV brand names. The WarnerMedia segment primarily produces, distributes, and licenses television programming and feature films; distributes home entertainment products in physical and digital formats; and produces and distributes mobile and console games, and consumer products, as well as offers brand licensing services, and advertising services. It also operates cable networks; video on demand streaming platform under the HBO Max and HBO GO names; multichannel pay television services under the HBO and Cinemax; and digital media properties, as well as licenses its content to television networks and over-the-top services. The Latin America segment offers video entertainment and audio programming services under the DIRECTV and SKY brands primarily to residential customers; pay-TV services, including HD sports video content; and postpaid and prepaid wireless services under the AT&T and Unefon brands, as well as sells various handsets through company-owned stores, agents, and third-party retail stores. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in November 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",Dallas,210-821-4105,TX,United States,[],http://www.att.com,1.0,208 South Akard Street,Telecom Services,0.29995,-0.0110599995,0.51745,43042000896.0,0.076,0.17442,52795998208.0,23.0,hold,91840000000.0,32764999680.0,31.0,28.02,0.227,0.766,0.03512,23.0,30.69,113.358,-0.0028400002,36.0,11920000000.0,203869995008.0,176014999552.0,1.669,USD,24.595,0.389,2.8,NYQ,AT&T Inc.,AT&T Inc.,America/New_York,EDT,True,-14400000,,EQUITY,T,,,finmb_100231,b9ece18c-950a-3bfa-ab0f-dbfa4ff731d3,us_market,,2.324,,7.749,,,3.12,,7139999744.0,,,,23.178,104557700.0,0.0146,,1609372800.0,0.52404,-2161999872.0,-0.345,,,1.2089051,0.001,1672444800.0,,1625011200.0,3.19,1623715200.0,7130361000.0,0.749327,409134399488.0,2.0,,890352000.0,2:1,,,,0.226,1.1366236,1626307200.0,7.04,,8.98077,,0.0147,105849618.0,,,,28.16,28.2,29.46616,0.07386363,,,28.22,,26031557.0,28.16,28.35743,2.08,28.2,26031557.0,,,2.08,1625702400.0,,,27.95,USD,,18354372.0,,,,200062795776.0,,,42291496.0,27.95,28.01,21500.0,18354372.0,33.88,,6.02,26.35,28.02,False,0.0744,21500.0,28.22,28.02,https://logo.clearbit.com/att.com,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,15219-2800,Basic Materials,23350.0,"United States Steel Corporation produces and sells flat-rolled and tubular steel products primarily in North America and Europe. It operates through three segments: North American Flat-Rolled (Flat-Rolled), U. S. Steel Europe (USSE), and Tubular Products (Tubular). The Flat-Rolled segment offers slabs, strip mill plates, sheets and tin mill products, as well as all iron ore and coke. This segment serves customers in the service center, conversion, automotive, construction, container, and appliance and electrical markets. The USSE segment provides slabs, strip mill plate, sheet, tin mill products, and spiral welded pipes, as well as refractory ceramic materials. This segment serves customers in the construction, container, appliance and electrical, service center, conversion, oil, gas, and petrochemical markets. The Tubular segment offers seamless and electric resistance welded steel casing and tubing products, as well as standard and line pipe and mechanical tubing products primarily to customers in the oil, gas, and petrochemical markets. The company also provides railroad services and real estate operations. United States Steel Corporation was founded in 1901 and is headquartered in Pittsburgh, Pennsylvania.",Pittsburgh,412-433-1121,PA,United States,[],http://www.ussteel.com,1.0,600 Grant Street,Steel,0.035940003,-0.06409,0.064840004,391000000.0,0.333,-0.02712,383000000.0,16.0,hold,250000000.0,-7250000.0,30.5,28.08,,1.352,-0.013350001,10.0,29.39,128.199,-0.16173,39.55,753000000.0,6050999808.0,10657000448.0,2.792,USD,49.223,0.75,2.9,NYQ,United States Steel Corporation,United States Steel Corporation,America/New_York,EDT,True,-14400000,,EQUITY,X,,,finmb_314896,02129bb8-6106-3d1a-852c-592e2dc6b383,us_market,,1.1,,30.614,,,3.29,,269660992.0,,,,17.159,39332869.0,0.1459,,1609372800.0,0.67267,-683000000.0,-3.155,,,1.636459,0.010290001,1672444800.0,,1617148800.0,1.49,1619740800.0,267959767.0,2.261413,11725344768.0,2.0,,,,,,,,0.71052647,1622160000.0,0.31,,8.534954,,0.16350001,32742343.0,,,,28.35,28.12,22.77087,0.0014109347,,,28.2781,,17897571.0,28.35,24.097713,0.04,28.12,17897571.0,,,0.04,1620345600.0,,,27.2588,USD,,15146707.0,,,,7572080640.0,,,22559370.0,27.2588,28.03,1000.0,15146707.0,29.97,,0.97,6.85,28.03,False,0.0017,1000.0,28.2781,28.08,https://logo.clearbit.com/ussteel.com,,,,,,,,,,,,,,,
22,48126-1899,Consumer Cyclical,182000.0,"Ford Motor Company designs, manufactures, markets, and services a range of Ford trucks, cars, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. Ford Motor Company has a strategic collaboration with ARB Corporation Limited to develop a suite of aftermarket products for the new Ford Bronco. The company was founded in 1903 and is based in Dearborn, Michigan.",Dearborn,313 322 3000,MI,United States,[],http://www.ford.com,1.0,One American Road,Auto Manufacturers,0.0775,0.02507,0.102690004,20874999808.0,0.381,0.03334,10572999680.0,11.0,buy,6123000000.0,1555624960.0,16.0,13.9,-0.5,1.213,0.010980001,20.0,14.98,426.133,0.10402001,18.0,25042999296.0,148225998848.0,136433000448.0,6.269,USD,34.267,1.008,2.5,NYQ,Ford Motor Company,Ford Motor Company,America/New_York,EDT,True,-14400000,,EQUITY,F,,,finmb_106335,80061894-3025-315f-869e-4e1f09471012,us_market,,1.308,,16.884,,,1.76,,3920790016.0,,,,8.475,75130742.0,0.0188,,1609372800.0,0.55259997,3420000000.0,0.994,,,1.6401179,0.00229,1672444800.0,,1625011200.0,1.26,1625011200.0,3913470937.0,1.142549,178510643200.0,2.0,,965260800.0,1748175:1000000,,,,-0.498,0.4066743,1627603200.0,0.2,,7.897727,,0.0211,63687708.0,,,,13.93,13.92,12.986232,0.0,0.0,,14.05,,53591071.0,13.93,14.259429,0.0,13.92,53591071.0,,,,1580256000.0,,,13.79,USD,13.983903,38072844.0,,,,55483793408.0,,,80393537.0,13.79,13.89,1000.0,38072844.0,16.45,,,6.41,13.86,False,,39400.0,14.05,13.9,https://logo.clearbit.com/ford.com,,,,,,,,,,,,,,,
